Date,Close,Open,High,Low,Volume,Change %,Daily_Return,Volatility_30d,SMA_20,SMA_50,Pattern,Buy,Sell
2020-10-30,108.86,111.06,111.99,107.72,190570000.0,-5.60%,-0.05601803676725625,0.43236398385957814,116.56400000000001,117.18299999999999,None,False,True
2020-11-02,108.77,109.11,110.68,107.32,122870000.0,-0.08%,-0.0008267499540695056,0.42332559832927297,116.17750000000001,116.87099999999998,None,False,True
2020-11-03,110.44,109.66,111.49,108.73,107620000.0,1.54%,0.015353498207226313,0.4232095847926011,116.04150000000001,116.5626,None,False,True
2020-11-04,114.95,114.14,115.59,112.35,138240000.0,4.08%,0.04083665338645415,0.4200231106276878,116.035,116.3652,Hammer,True,True
2020-11-05,119.03,117.95,119.62,116.87,126390000.0,3.55%,0.03549369290996074,0.4302158076025711,116.23800000000001,116.21539999999999,None,True,False
2020-11-06,118.69,118.32,119.2,116.13,114460000.0,-0.29%,-0.002856422750567078,0.4182502224312998,116.324,116.089,None,True,False
2020-11-09,116.32,120.5,121.99,116.05,154520000.0,-2.00%,-0.01996798382340559,0.4178005810538726,115.92,115.9192,Bearish Engulfing,True,True
2020-11-10,115.97,115.55,117.59,114.13,138020000.0,-0.30%,-0.0030089408528197747,0.417222660133131,115.6635,115.65780000000001,None,True,False
2020-11-11,119.49,117.19,119.63,116.44,112290000.0,3.04%,0.030352677416573215,0.4240337250330504,115.5785,115.36399999999999,None,True,False
2020-11-12,119.21,119.62,120.53,118.57,103350000.0,-0.23%,-0.0023432923257176164,0.423623451195021,115.5035,115.12020000000001,None,True,False
2020-11-13,119.26,119.44,119.67,117.87,81690000.0,0.04%,0.0004194279003439938,0.4117159964455224,115.5155,115.0878,Doji,True,False
2020-11-16,120.3,118.92,120.99,118.15,91180000.0,0.87%,0.008720442730169253,0.40324113934499434,115.73150000000001,115.0746,Bullish Engulfing,True,False
2020-11-17,119.39,119.55,120.67,118.96,74270000.0,-0.76%,-0.0075644222776392045,0.39410966295354655,115.82549999999999,115.206,Doji,True,False
2020-11-18,118.03,118.61,119.82,118.0,76320000.0,-1.14%,-0.01139123879721915,0.3933740632592836,115.8835,115.2202,Shooting Star,True,True
2020-11-19,118.64,117.59,119.06,116.81,74110000.0,0.52%,0.005168177581970745,0.39349094763034687,116.02799999999999,115.3232,Bullish Engulfing,True,False
2020-11-20,117.34,118.64,118.77,117.29,73600000.0,-1.10%,-0.010957518543492917,0.3920182404274851,116.143,115.43,None,True,False
2020-11-23,113.85,117.18,117.62,113.75,127960000.0,-2.97%,-0.02974262825975804,0.35274787880242026,116.083,115.39980000000001,None,True,False
2020-11-24,115.17,113.91,115.85,112.59,113870000.0,1.16%,0.011594202898550732,0.3476473009720927,116.0115,115.39240000000001,None,True,False
2020-11-25,116.03,115.55,116.75,115.17,76500000.0,0.75%,0.007467222366935866,0.34855910602549867,116.253,115.47040000000001,None,True,False
2020-11-27,116.59,116.57,117.49,116.22,46690000.0,0.48%,0.004826338016030274,0.34888783224778364,116.31649999999999,115.59540000000001,Doji,True,False
2020-11-30,119.05,116.97,120.97,116.81,169410000.0,2.11%,0.021099579723818485,0.35226921082901397,116.826,115.83959999999999,None,True,False
2020-12-01,122.72,121.01,123.47,120.01,128169999.99999999,3.08%,0.030827383452330936,0.35428700460544893,117.52349999999998,116.0924,None,True,False
2020-12-02,123.08,122.02,123.37,120.89,89000000.0,0.29%,0.002933507170795213,0.3527471361725136,118.15549999999999,116.31779999999999,None,True,False
2020-12-03,122.94,123.52,123.78,122.21,78970000.0,-0.11%,-0.0011374715632109789,0.3522001985604007,118.55499999999999,116.6342,None,True,False
2020-12-04,122.25,122.6,122.86,121.52,78260000.0,-0.56%,-0.005612493899463167,0.3512591493469522,118.71599999999998,116.91480000000001,None,True,False
2020-12-07,123.75,122.31,124.57,122.25,86710000.0,1.23%,0.012269938650306678,0.3515778457154317,118.96900000000001,117.1442,None,True,False
2020-12-08,124.38,124.37,124.98,123.09,82230000.0,0.51%,0.005090909090909035,0.35155695354890587,119.372,117.3326,Doji,True,False
2020-12-09,121.78,124.53,125.95,121.0,115090000.0,-2.09%,-0.0209036822640295,0.35660523318928344,119.6625,117.48639999999999,Bearish Engulfing,True,True
2020-12-10,123.24,120.5,123.87,120.15,81310000.0,1.20%,0.011988832320578124,0.3272250140861807,119.85,117.635,None,True,False
2020-12-11,122.41,122.43,122.76,120.55,86940000.0,-0.67%,-0.006734826355079493,0.3126586272550913,120.00999999999999,117.7474,Doji,True,False
2020-12-14,121.78,122.6,123.35,121.54,79080000.0,-0.51%,-0.005146638346540278,0.2608466960959401,120.13600000000001,117.9226,None,True,False
2020-12-15,127.88,124.34,127.9,124.13,157570000.0,5.01%,0.050090326818853725,0.29267365108263665,120.51500000000001,118.15019999999998,None,True,False
2020-12-16,127.81,127.41,128.37,126.56,98210000.0,-0.05%,-0.0005473881764153088,0.2916824865871097,120.936,118.44319999999999,None,True,False
2020-12-17,128.7,128.9,129.58,128.04,94360000.0,0.70%,0.006963461387997638,0.2713757712843368,121.4695,118.7156,None,True,False
2020-12-18,126.65,128.96,129.1,126.12,192540000.0,-1.59%,-0.015928515928515852,0.26006417797430736,121.87,118.9492,None,True,False
2020-12-21,128.23,125.02,128.31,123.45,121250000.0,1.24%,0.01247532570074994,0.2612678074472984,122.4145,119.1744,None,True,False
2020-12-22,131.88,131.61,134.4,129.65,169350000.0,2.85%,0.02846447789128903,0.2624427169940916,123.31599999999999,119.324,Doji,True,False
2020-12-23,130.96,132.16,132.43,130.78,88220000.0,-0.70%,-0.006976038823172437,0.2636550412795596,124.10549999999998,119.52120000000001,Bearish Engulfing,True,True
2020-12-24,131.97,131.32,133.46,131.1,54930000.0,0.77%,0.007712278558338337,0.2520441169449458,124.9025,119.7368,None,True,False
2020-12-28,136.69,133.99,137.34,133.51,124490000.0,3.58%,0.03576570432674098,0.26813586059981526,125.9075,120.0564,None,True,False
2020-12-29,134.87,138.05,138.79,134.34,121050000.0,-1.33%,-0.013314799912210074,0.27295590556663923,126.6985,120.3734,None,True,False
2020-12-30,133.72,135.58,135.99,133.4,96450000.0,-0.85%,-0.008526729443167569,0.2750702604815218,127.24849999999999,120.7282,None,True,False
2020-12-31,132.69,134.08,134.74,131.72,99120000.0,-0.77%,-0.00770266227938976,0.2751196319433864,127.729,121.03179999999999,None,True,False
2021-01-04,129.41,133.52,133.61,126.76,143300000.0,-2.47%,-0.02471927048006628,0.2840277078077765,128.0525,121.28259999999999,None,True,False
2021-01-05,131.01,128.89,131.74,128.43,97660000.0,1.24%,0.012363804960976665,0.28521836540132645,128.4905,121.58779999999999,None,True,False
2021-01-06,126.6,127.72,131.05,126.38,155090000.0,-3.37%,-0.033661552553240215,0.3022759725329602,128.63299999999998,121.819,Shooting Star,True,True
2021-01-07,130.92,128.36,131.63,127.86,109580000.0,3.41%,0.034123222748815074,0.2993547314113355,128.95999999999998,122.13640000000001,None,True,False
2021-01-08,132.05,132.43,132.63,130.23,105160000.0,0.86%,0.008631225175679935,0.2988964721889863,129.4735,122.4454,None,True,False
2021-01-11,128.98,129.19,130.17,128.5,100620000.0,-2.32%,-0.023248769405528336,0.3095288097159328,129.7605,122.801,None,True,False
2021-01-12,128.8,128.5,129.69,126.86,91950000.0,-0.14%,-0.0013955652039073785,0.30985988715055673,130.07999999999998,123.0706,None,True,False
2021-01-13,130.89,128.76,131.45,128.49,88640000.0,1.62%,0.01622670807453397,0.30777075234823525,130.5355,123.51119999999999,None,True,False
2021-01-14,128.91,130.8,131.0,128.76,90220000.0,-1.51%,-0.015127206050882358,0.3008548758551895,130.587,123.91400000000002,None,True,False
2021-01-15,127.14,128.78,130.22,127.0,111600000.0,-1.37%,-0.013730509657900791,0.30417427692920057,130.55349999999999,124.24799999999999,None,True,False
2021-01-19,127.83,127.78,128.71,126.94,90760000.0,0.54%,0.005427088249174039,0.3043199570762778,130.51,124.5056,Doji,True,False
2021-01-20,132.03,128.66,132.49,128.55,104320000.0,3.29%,0.032856137057028834,0.31670391047825996,130.779,124.7656,None,True,False
2021-01-21,136.87,133.8,139.67,133.59,120530000.0,3.67%,0.036658335226842365,0.3306488535539683,131.21099999999998,125.1292,None,True,False
2021-01-22,139.07,136.28,139.85,135.02,114460000.0,1.61%,0.016073646525900376,0.33261345058452607,131.5705,125.5842,None,True,False
2021-01-25,142.92,143.07,145.09,136.54,157610000.0,2.77%,0.027683900194146682,0.330884861454136,132.16850000000002,126.1232,Doji,True,False
2021-01-26,143.16,143.6,144.3,141.37,98390000.0,0.17%,0.0016792611251050804,0.33049265554381524,132.728,126.5966,None,True,False
2021-01-27,142.06,143.43,144.3,140.41,140840000.0,-0.77%,-0.007683710533668564,0.3308020768262663,132.9965,127.0536,None,True,False
2021-01-28,137.09,139.52,141.99,136.7,142620000.0,-3.50%,-0.03498521751372663,0.3496648123092599,133.10750000000002,127.41019999999999,None,True,False
2021-01-29,131.96,135.83,136.74,130.21,177520000.0,-3.74%,-0.037420672550879,0.34173459879333956,133.01950000000002,127.64339999999999,None,True,False
2021-02-01,134.14,133.75,135.38,130.93,106240000.0,1.65%,0.016520157623522103,0.34451419730701965,133.092,127.9384,Doji,True,False
2021-02-02,134.99,135.73,136.31,134.61,83310000.0,0.63%,0.00633666318771442,0.34443798001065445,133.37099999999998,128.27759999999998,None,True,False
2021-02-03,133.94,135.76,135.77,133.61,89880000.0,-0.78%,-0.0077783539521446565,0.34158692736357527,133.51749999999998,128.58360000000002,None,True,False
2021-02-04,137.39,136.3,137.4,134.59,84180000.0,2.58%,0.025757802000895946,0.3472185719105286,134.05700000000002,128.9846,None,True,False
2021-02-05,136.76,137.35,137.42,135.86,75690000.0,-0.46%,-0.004585486571075048,0.33888310861477383,134.349,129.44279999999998,None,True,False
2021-02-08,136.91,136.03,136.96,134.92,71300000.0,0.11%,0.0010968119333139015,0.33794903042737806,134.59199999999998,129.87759999999997,None,True,False
2021-02-09,136.01,136.62,137.88,135.85,76770000.0,-0.66%,-0.006573661529471919,0.3382771447544077,134.9435,130.2772,Shooting Star,True,True
2021-02-10,135.39,136.48,136.99,134.4,73050000.0,-0.46%,-0.004558488346445122,0.32230998274639117,135.273,130.6532,None,True,False
2021-02-11,135.13,135.9,136.39,133.77,64280000.0,-0.19%,-0.00192037816677737,0.3199394408113959,135.48499999999999,130.97480000000002,None,True,False
2021-02-12,135.37,134.35,135.53,133.69,60150000.0,0.18%,0.0017760674905646923,0.31887219209978035,135.808,131.2278,None,True,False
2021-02-16,133.19,135.49,136.01,132.79,80580000.0,-1.61%,-0.016104011228484927,0.3216911855411206,136.1105,131.43,Bearish Engulfing,True,True
2021-02-17,130.84,131.25,132.22,129.47,98090000.0,-1.76%,-0.017643967264809657,0.31753159286698224,136.26100000000002,131.588,None,True,False
2021-02-18,129.71,129.2,129.99,127.41,96860000.0,-0.86%,-0.00863650259859372,0.3165796809009003,136.145,131.7372,Hammer,True,False
2021-02-19,129.87,130.24,130.71,128.8,87670000.0,0.12%,0.0012335209313083517,0.30020327955580417,135.79500000000002,131.8596,None,True,False
2021-02-22,126.0,128.01,129.72,125.6,103920000.0,-2.98%,-0.02979902979902982,0.296096166102774,135.1415,131.892,None,True,False
2021-02-23,125.86,123.76,126.71,118.39,158270000.0,-0.11%,-0.0011111111111110628,0.2946544496767374,134.2885,131.97359999999998,Hammer,True,False
2021-02-24,125.35,124.94,125.56,122.23,111040000.0,-0.41%,-0.0040521214047354315,0.28746880646917855,133.398,132.0158,Hammer,True,False
2021-02-25,120.99,124.68,126.46,120.54,148200000.0,-3.48%,-0.034782608695652195,0.303894027799644,132.34449999999998,131.9874,None,True,False
2021-02-26,121.26,122.59,124.85,121.2,164560000.0,0.22%,0.002231589387552857,0.299310208590461,131.553,131.97699999999998,None,False,True
2021-03-01,127.79,123.75,127.93,122.79,116310000.0,5.39%,0.05385122876463799,0.3380283685439959,131.34449999999998,131.9752,None,False,True
2021-03-02,125.12,128.41,128.72,125.01,102260000.0,-2.09%,-0.020893653650520427,0.34116629956390443,130.8935,131.9214,None,False,True
2021-03-03,122.06,124.81,125.71,121.84,112970000.0,-2.45%,-0.024456521739130488,0.3477290516074492,130.247,131.7886,None,False,True
2021-03-04,120.13,121.75,123.6,118.62,178150000.0,-1.58%,-0.015811895788956254,0.3345373108541516,129.5565,131.6582,None,False,True
2021-03-05,121.42,120.98,121.93,117.57,153770000.0,1.07%,0.010738366769333263,0.31579317338850166,128.75799999999998,131.52200000000002,None,False,True
2021-03-08,116.36,120.93,121.0,116.21,154380000.0,-4.17%,-0.04167352989622797,0.3283258702028002,127.73800000000001,131.2116,None,False,True
2021-03-09,121.08,119.03,122.06,118.79,129530000.0,4.06%,0.040563767617737945,0.34156747597478426,126.94650000000001,131.014,None,False,True
2021-03-10,119.98,121.69,122.17,119.45,111940000.0,-0.91%,-0.0090849025437727,0.34108349241640534,126.14500000000001,130.77419999999998,None,False,True
2021-03-11,121.96,122.54,123.21,121.26,103030000.0,1.65%,0.016502750458409654,0.34698164387857927,125.47350000000002,130.4796,None,False,True
2021-03-12,121.03,120.4,121.17,119.16,88110000.0,-0.76%,-0.007625450967530312,0.3351884200881429,124.76849999999999,130.2028,None,False,True
2021-03-15,123.99,121.41,124.0,120.42,92590000.0,2.45%,0.02445674626125749,0.3293903809778269,124.19950000000001,130.0082,None,False,True
2021-03-16,125.57,125.7,127.22,124.71,115230000.0,1.27%,0.012742963142188923,0.3277358791506428,123.8185,129.8658,Doji,False,True
2021-03-17,124.76,124.05,125.86,122.34,111930000.0,-0.65%,-0.0064505853308910455,0.3270062565424178,123.5145,129.77280000000002,None,False,True
2021-03-18,120.53,122.88,123.18,120.32,121470000.0,-3.39%,-0.033905097787752525,0.33926415947133637,123.05549999999998,129.5632,None,False,True
2021-03-19,119.99,119.9,121.43,119.68,185550000.0,-0.45%,-0.004480212395254313,0.32789513635055617,122.5615,129.43099999999998,Doji,False,True
2021-03-22,123.39,120.33,123.87,120.26,111910000.0,2.83%,0.0283356946412201,0.34125501398363217,122.431,129.2804,None,False,True
2021-03-23,122.54,123.33,124.24,122.14,95470000.0,-0.69%,-0.006888726801199452,0.3411658823688191,122.26499999999999,129.09019999999998,None,False,True
2021-03-24,120.09,122.82,122.9,120.07,88530000.0,-2.00%,-0.019993471519503814,0.3444291041795281,122.002,128.9124,None,False,True
2021-03-25,120.59,119.54,121.66,119.0,98840000.0,0.42%,0.004163544008660258,0.34521418511680324,121.98200000000001,128.7482,None,False,True
2021-03-26,121.21,120.35,121.48,118.92,94070000.0,0.51%,0.005141388174807027,0.3461225252407011,121.97949999999999,128.55460000000002,None,False,True
2021-03-29,121.39,121.65,122.58,120.73,80820000.0,0.15%,0.0014850259879548577,0.3460858144594995,121.65950000000001,128.40419999999997,None,False,True
2021-03-30,119.9,120.11,120.4,118.86,85670000.0,-1.23%,-0.012274487190048533,0.34504050801104863,121.39850000000001,128.2594,None,False,True
2021-03-31,122.15,121.65,123.52,121.15,118320000.0,1.88%,0.018765638031693177,0.34798474844752,121.40299999999999,128.1458,None,False,True
2021-04-01,123.0,123.66,124.18,122.49,75090000.0,0.70%,0.0069586573884568015,0.348357656456361,121.5465,127.96519999999998,None,False,True
2021-04-05,125.9,123.87,126.16,123.07,88650000.0,2.36%,0.02357723577235782,0.3558406427115867,121.7705,127.7458,None,False,True
2021-04-06,126.21,126.5,127.13,125.65,80170000.0,0.25%,0.0024622716441620174,0.3451111986993976,122.263,127.4886,None,False,True
2021-04-07,127.9,125.83,127.92,125.14,83470000.0,1.34%,0.013390381110847116,0.34715533973807167,122.604,127.1882,Bullish Engulfing,True,True
2021-04-08,130.36,128.95,130.39,128.52,88840000.0,1.92%,0.019233776387802992,0.3508867901784953,123.123,126.9322,None,False,True
2021-04-09,132.99,129.8,133.04,129.47,106690000.0,2.02%,0.020174900276158203,0.3373383595607546,123.6745,126.7508,None,False,True
2021-04-12,131.24,132.52,132.85,130.63,91420000.0,-1.32%,-0.013158884126626025,0.3407235993588553,124.18500000000002,126.63380000000001,None,False,True
2021-04-13,134.43,132.44,134.66,131.93,91270000.0,2.43%,0.02430661383724475,0.31183872296390164,124.707,126.68320000000001,None,False,True
2021-04-14,132.03,134.94,135.0,131.65,87220000.0,-1.79%,-0.017853157777281914,0.3100287356532175,125.03000000000002,126.641,Bearish Engulfing,False,True
2021-04-15,134.5,133.82,135.0,133.64,89350000.0,1.87%,0.018707869423615797,0.30321282136054456,125.51700000000001,126.6312,None,False,True
2021-04-16,134.16,134.3,134.67,133.28,84920000.0,-0.25%,-0.002527881040892188,0.2982968744416279,126.19850000000001,126.6356,None,False,True
2021-04-19,134.84,133.51,135.47,133.34,94260000.0,0.51%,0.005068574836016637,0.29761258914449024,126.941,126.58460000000001,Bullish Engulfing,True,False
2021-04-20,133.11,135.02,135.53,131.81,94810000.0,-1.28%,-0.012830020765351446,0.26987300844364864,127.42699999999999,126.5116,Bearish Engulfing,True,True
2021-04-21,133.5,132.36,133.75,131.3,68850000.0,0.29%,0.0029299075952218256,0.2474415861204089,127.975,126.4434,None,True,False
2021-04-22,131.94,133.04,134.15,131.41,84570000.0,-1.17%,-0.01168539325842699,0.24869135105853488,128.5675,126.36200000000001,None,True,False
2021-04-23,134.32,132.16,135.12,132.16,78760000.0,1.80%,0.018038502349552843,0.24943902053866607,129.25400000000002,126.3406,None,True,False
2021-04-26,134.72,134.83,135.06,133.56,66910000.0,0.30%,0.0029779630732580387,0.24727138144968722,129.92950000000002,126.33239999999999,Doji,True,False
2021-04-27,134.39,135.01,135.41,134.11,66019999.99999999,-0.24%,-0.0024495249406176756,0.23982525168768365,130.5795,126.31279999999998,None,True,False
2021-04-28,133.58,134.31,135.02,133.08,107760000.0,-0.60%,-0.006027234169208806,0.23923151961453873,131.26350000000002,126.3206,None,True,False
2021-04-29,133.48,136.47,137.07,132.45,151100000.0,-0.07%,-0.0007486150621351939,0.23801312652197845,131.83,126.3734,None,True,False
2021-04-30,131.46,131.78,133.56,131.07,109840000.0,-1.51%,-0.015133353311357345,0.21858194499622852,132.25300000000001,126.4084,None,True,False
2021-05-03,132.54,132.04,134.07,131.83,75140000.0,0.82%,0.008215426745778132,0.2179081841677978,132.585,126.4618,None,True,False
2021-05-04,127.85,131.19,131.49,126.7,137560000.0,-3.54%,-0.035385543986721,0.23235775305067877,132.667,126.49880000000002,None,True,False
2021-05-05,128.1,129.2,130.45,127.97,84000000.0,0.20%,0.001955416503715224,0.23106352401611488,132.677,126.54360000000001,None,True,False
2021-05-06,129.74,127.89,129.75,127.13,78130000.0,1.28%,0.012802498048399835,0.22389127294814998,132.64600000000002,126.6314,Bullish Engulfing,True,False
2021-05-07,130.21,130.85,131.26,129.48,78970000.0,0.36%,0.003622629875134953,0.22386553181397373,132.507,126.8158,None,True,False
2021-05-10,126.85,129.41,129.54,126.81,88070000.0,-2.58%,-0.025804469702787936,0.2383786989796832,132.2875,126.9276,None,True,False
2021-05-11,125.91,123.5,126.27,122.77,126140000.0,-0.74%,-0.00741032715806067,0.2398143933877107,131.8615,126.89,None,True,False
2021-05-12,122.77,123.4,124.64,122.25,112170000.0,-2.49%,-0.02493844809784762,0.24870126696243336,131.39849999999998,126.84300000000002,None,True,False
2021-05-13,124.97,124.58,126.15,124.26,105860000.0,1.79%,0.01791968722000492,0.24818498245361895,130.92199999999997,126.90119999999999,None,True,False
2021-05-14,127.45,126.25,127.89,125.85,81920000.0,1.98%,0.019844762743058464,0.2536770067932202,130.5865,127.0476,None,True,False
2021-05-17,126.27,126.82,126.93,125.17,74240000.0,-0.93%,-0.009258532757944304,0.24637623213716675,130.158,127.1446,None,True,False
2021-05-18,124.85,126.56,126.99,124.78,63340000.0,-1.12%,-0.011245743248594287,0.24848385725124367,129.745,127.3144,None,True,False
2021-05-19,124.69,123.16,124.92,122.86,92610000.0,-0.13%,-0.0012815378454145154,0.2451046590043508,129.30450000000002,127.3866,None,True,False
2021-05-20,127.31,125.23,127.72,125.1,76860000.0,2.10%,0.021012110032881504,0.24641409188746122,129.073,127.53320000000002,None,True,False
2021-05-21,125.43,127.82,128.0,125.21,79300000.0,-1.48%,-0.014767103919566371,0.24148735119820447,128.62849999999997,127.6026,None,True,False
2021-05-24,127.1,126.01,127.94,125.94,63090000.0,1.33%,0.013314199154907058,0.2428867053963459,128.2475,127.72399999999999,None,True,False
2021-05-25,126.9,127.82,128.32,126.32,72010000.0,-0.16%,-0.0015735641227379027,0.23077751899765572,127.873,127.78219999999999,None,True,False
2021-05-26,126.85,126.96,127.39,126.42,56580000.0,-0.04%,-0.00039401103230896073,0.22572761776625422,127.5365,127.8078,None,False,True
2021-05-27,125.28,126.44,127.64,125.08,94630000.0,-1.24%,-0.012376823019314087,0.21976293409969608,127.1265,127.81819999999999,None,False,True
2021-05-28,124.61,125.57,125.8,124.55,71310000.0,-0.53%,-0.00534802043422733,0.21994347843326353,126.78399999999999,127.89980000000001,None,False,True
2021-06-01,124.28,125.08,125.35,123.94,67640000.0,-0.26%,-0.002648262579247218,0.21881128713322712,126.37099999999998,127.98559999999999,None,False,True
2021-06-02,125.06,124.28,125.24,124.05,59280000.0,0.63%,0.006276150627614996,0.21807181851143834,126.23150000000001,128.019,None,False,True
2021-06-03,123.54,124.68,124.85,123.13,76230000.0,-1.22%,-0.012154166000319822,0.21949479773323335,126.0035,128.039,None,False,True
2021-06-04,125.89,124.07,126.16,123.85,75170000.0,1.90%,0.01902217905131942,0.2262533043690136,125.81099999999999,128.155,None,False,True
2021-06-07,125.9,126.17,126.32,124.83,71060000.0,0.01%,7.943442688063129e-05,0.21866069510152844,125.59550000000002,128.2612,None,False,True
2021-06-08,126.74,126.6,128.46,126.21,74400000.0,0.67%,0.006671961874503474,0.21966059238173033,125.58999999999999,128.3718,Doji,False,True
2021-06-09,127.13,127.21,127.75,126.52,56880000.0,0.31%,0.003077165851349317,0.22013276994880707,125.651,128.4866,Doji,False,True
2021-06-10,126.11,127.02,128.19,125.94,71190000.0,-0.80%,-0.008023283253362656,0.22054493928732988,125.81800000000001,128.6108,None,False,True
2021-06-11,127.35,126.53,127.44,126.1,53520000.0,0.98%,0.009832685750535308,0.22310999434939593,125.93700000000001,128.71480000000003,None,False,True
2021-06-14,130.48,127.82,130.54,127.07,96910000.0,2.46%,0.024577934825284586,0.23150562581860953,126.0885,128.86440000000002,None,False,True
2021-06-15,129.64,129.94,130.6,129.39,62750000.0,-0.64%,-0.006437768240343367,0.23080095653001528,126.25699999999999,128.9392,Shooting Star,False,True
2021-06-16,130.15,130.37,130.89,128.46,91820000.0,0.39%,0.003933970996606195,0.20617658174328202,126.522,129.018,Doji,False,True
2021-06-17,131.79,129.8,132.55,129.65,96720000.0,1.26%,0.012600845178639908,0.2090392661036706,126.877,129.0958,Bullish Engulfing,True,True
2021-06-18,130.46,130.71,131.51,130.24,108950000.0,-1.01%,-0.010091812732377137,0.20836623845614258,127.03450000000001,129.0978,Shooting Star,False,True
2021-06-21,132.3,130.3,132.41,129.21,79660000.0,1.41%,0.014103939904951845,0.21201513470678068,127.37800000000001,129.084,Bullish Engulfing,True,True
2021-06-22,133.98,132.13,134.08,131.62,74780000.0,1.27%,0.012698412698412431,0.1993065261474798,127.72199999999998,129.1388,None,False,True
2021-06-23,133.7,133.77,134.32,133.23,60210000.0,-0.21%,-0.002089864158829724,0.1977370349204629,128.062,129.1242,Doji,False,True
2021-06-24,133.41,134.45,134.64,132.93,68710000.0,-0.22%,-0.002169035153328336,0.18100847889154453,128.39,129.1518,None,False,True
2021-06-25,133.11,133.46,133.89,132.81,70780000.0,-0.22%,-0.0022487069934786774,0.1757673623184223,128.7815,129.124,None,False,True
2021-06-28,134.78,133.41,135.24,133.35,62110000.0,1.25%,0.012546014574412068,0.17058419269372746,129.29,129.13639999999998,None,True,False
2021-06-29,136.33,134.8,136.49,134.35,64560000.0,1.15%,0.011500222584953423,0.16936755056018604,129.8925,129.1662,None,True,False
2021-06-30,136.96,136.17,137.41,135.87,63260000.0,0.46%,0.004621139881170633,0.1642511508896334,130.4875,129.2432,None,True,False
2021-07-01,137.27,136.6,137.33,135.76,52490000.0,0.23%,0.0022634345794392274,0.1637420604567994,131.174,129.3186,None,True,False
2021-07-02,139.96,137.9,140.0,137.74,78950000.0,1.96%,0.019596415822831004,0.1624547200989847,131.8775,129.47899999999998,None,True,False
2021-07-06,142.02,140.07,143.15,140.07,108180000.0,1.47%,0.014718490997427836,0.15646317058671577,132.6835,129.63299999999998,None,True,False
2021-07-07,144.57,143.54,144.89,142.66,104910000.0,1.80%,0.0179552175749893,0.1593646971146117,133.575,129.83,None,True,False
2021-07-08,143.24,141.58,144.06,140.66,105580000.0,-0.92%,-0.00919969564916634,0.16331201254404942,134.3805,130.007,None,True,False
2021-07-09,145.11,142.75,145.65,142.65,99890000.0,1.31%,0.013055012566322244,0.1647440190367323,135.33049999999997,130.23760000000001,None,True,False
2021-07-12,144.5,146.21,146.32,144.0,76300000.0,-0.42%,-0.004203707532216994,0.15905380890773763,136.18800000000002,130.458,None,True,False
2021-07-13,145.64,144.03,147.46,143.63,100830000.0,0.79%,0.007889273356401327,0.15630562870622086,136.946,130.7416,None,True,False
2021-07-14,149.15,148.1,149.57,147.68,127050000.0,2.41%,0.02410052183466105,0.16360314897588338,137.9215,131.0738,None,True,False
2021-07-15,148.48,149.24,150.0,147.09,106820000.0,-0.45%,-0.00449212202480731,0.16648250539224402,138.83800000000002,131.4864,None,True,False
2021-07-16,146.39,148.46,149.76,145.88,93250000.0,-1.41%,-0.014075969827586188,0.1683651239696361,139.568,131.8522,None,True,False
2021-07-19,142.45,143.75,144.07,141.67,121430000.0,-2.69%,-0.02691440672177059,0.18830334107913552,140.1675,132.1064,None,True,False
2021-07-20,146.15,143.46,147.1,142.96,96350000.0,2.60%,0.025974025974026205,0.19808605389619985,140.86,132.42520000000002,None,True,False
2021-07-21,145.4,145.53,146.13,144.63,74990000.0,-0.51%,-0.0051317139924734745,0.2001937789416799,141.431,132.7962,Doji,True,False
2021-07-22,146.8,145.93,148.2,145.81,77340000.0,0.96%,0.009628610729023324,0.20064205899725132,142.08599999999998,133.214,None,True,False
2021-07-23,148.56,147.55,148.72,146.92,71450000.0,1.20%,0.011989100817438647,0.19781872705750783,142.8435,133.72979999999998,None,True,False
2021-07-26,148.99,148.27,149.83,147.7,72430000.0,0.29%,0.002894453419493903,0.19753563199589327,143.6375,134.21020000000001,None,True,False
2021-07-27,146.77,149.12,149.21,145.55,104820000.0,-1.49%,-0.014900328881132907,0.1972279462446302,144.23700000000002,134.5966,Bearish Engulfing,True,True
2021-07-28,144.98,144.81,146.97,142.54,118930000.0,-1.22%,-0.012195952851400294,0.20055498207721353,144.6695,134.9708,Doji,True,False
2021-07-29,145.64,144.68,146.55,144.58,56700000.0,0.46%,0.004552352048558417,0.2005662615970451,145.1035,135.3866,None,True,False
2021-07-30,145.86,144.38,146.33,144.11,70440000.0,0.15%,0.0015105740181271532,0.19892196603512588,145.533,135.81,None,True,False
2021-08-02,145.52,146.36,146.95,145.25,62880000.0,-0.23%,-0.002331002331002363,0.19557011482241923,145.81099999999998,136.1742,None,True,False
2021-08-03,147.36,145.81,148.04,145.18,64790000.00000001,1.26%,0.01264431006047273,0.19494150618781547,146.078,136.6128,None,True,False
2021-08-04,146.95,147.27,147.79,146.28,56370000.0,-0.28%,-0.0027823018458199567,0.1938736533427364,146.197,137.00979999999998,None,True,False
2021-08-05,147.06,146.98,147.84,146.17,46400000.0,0.07%,0.0007485539299081356,0.1933800709053906,146.38799999999998,137.413,Doji,True,False
2021-08-06,146.14,146.35,147.11,145.63,54130000.0,-0.63%,-0.00625594995240053,0.19473355944129903,146.4395,137.7988,None,True,False
